"name","rating","region"
"L'Esprit de Chevalier Pessac Leognan 2000","89.0","Pessac-Leognan, Bordeaux, France"
"Leth Steinagrund Gruner Veltliner 2007","90.0","Austria"
"Leth Steinagrund Gruner Veltliner 2008","90.0","Austria"
"Leth Steinagrund Gruner Veltliner 2010","91.0","Austria"
"Leth Steinagrund Gruner Veltliner 2012","88.0","Austria"
"Leth Steinagrund Gruner Veltliner 2015","91.0","Austria"
"Leth Steinagrund Gruner Veltliner 2016","90.0","Austria"
"Leth Steinagrund Gruner Veltliner 2017","90.0","Austria"
"Levendi River South Ranch Pinot Noir 2013","91.0","Russian River, Sonoma County, California"
"Levendi Stagecoach Cabernet Sauvignon 2008","94.0","Napa Valley, California"
"Levendi Sweeney Ranch Chardonnay 2010","93.0","Napa Valley, California"
"Levet La Chavaroche Cote Rotie 2013","94.0","Cote Rotie, Rhone, France"
"Levet Les Journaries Cote Rotie 2010","94.0","Cote Rotie, Rhone, France"
"Leviathan (1.5 Liter Magnum) 2016","92.0","California"
"Leviathan 2010","91.0","California"
"Leviathan 2011","90.0","North Coast, California"
"Levy & McClellan Proprietary Red 2004","95.0","Napa Valley, California"
"Levy & McClellan Proprietary Red 2005","95.0","Napa Valley, California"
"Lewelling Cabernet Sauvignon 2000","90.0","Napa Valley, California"
"Lewelling Cabernet Sauvignon 2005","92.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2001","93.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2006","93.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2007","95.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2009","93.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2010","92.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2012","92.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2003","94.0","Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2005","94.0","Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2006","94.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2009","95.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2008","98.0","Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2007","98.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2010","94.0","St. Helena, Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2002","96.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2003","91.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2007","92.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2009","94.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2005","92.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2010","93.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2014","92.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2013","94.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2017","92.0","Napa Valley, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2006","90.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2008","90.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2009","91.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2015","90.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2014","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2017","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Cabernet Sauvignon 2002","96.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2004","93.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2005","91.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2012","94.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2015","93.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2014","94.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2013","95.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2017","92.0","Napa Valley, California"
"Lewis Cellars Cuvee L 2005","95.0","Napa Valley, California"
"Lewis Cellars Cuvee L 2006","93.0","Napa Valley, California"
"Lewis Cellars Cuvee L Cabernet Sauvignon 2014","95.0","Napa Valley, California"
"Lewis Cellars Cuvee L Cabernet Sauvignon 2015","96.0","Napa Valley, California"
"Lewis Cellars Hillstone Vineyard Cabernet Sauvignon 2014","94.0","Rutherford, Napa Valley, California"
"Lewis Cellars Hudson Vineyards Syrah 2006","91.0","Napa Valley, California"
"Lewis Cellars Mason's Cabernet Sauvignon 2003","93.0","Napa Valley, California"
"Lewis Cellars Mason's Cabernet Sauvignon 2015","91.0","Napa Valley, California"
"Lewis Cellars Mason's Cabernet Sauvignon 2018","92.0","Napa Valley, California"
"Lewis Cellars Merlot 2000","91.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2008","91.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2015","92.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2014","95.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2016","92.0","Napa Valley, California"
"Lewis Cellars Napa Valley Syrah 2006","93.0","Napa Valley, California"
"Lewis Cellars Napa Valley Syrah 2007","94.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (1.5 Liter Magnum) 2011","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (1.5 Liter Magnum) 2016","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (1.5L Magnum) 2004","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 1995","90.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2000","91.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2005","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2006","95.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2007","95.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2008","94.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2009","94.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2010","96.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2011","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2015","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2014","95.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2016","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (scuffed labels) 2012","96.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2008","93.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2015","92.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2018","93.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2017","93.0","Napa Valley, California"
"Lewis Cellars Reserve Merlot 1995","92.0","Napa Valley, California"
"Lewis Cellars Sauvignon Blanc 2016","90.0","Napa Valley, California"
"Lewis Cellars Sauvignon Blanc 2018","92.0","Napa Valley, California"
"Lewis Cellars Sonoma Chardonnay 2014","93.0","Russian River, Sonoma County, California"
"Lewis Cellars Sonoma Chardonnay 2015","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Sonoma Chardonnay 2017","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Sonoma Valley Chardonnay 2008","91.0","Sonoma County, California"
"Lewis Cellars Syrah Ethan's Blend 2005","92.0","California"
"Lewis Cellars Syrah Ethan's Blend 2014","93.0","California"
"Lewis Cellars Syrah Ethan's Blend 2009","94.0","California"
"Lexington Apex Red 2011","91.0","Santa Cruz Mountains, California"
"Lexington Gist Ranch Cabernet Sauvignon 2011","91.0","Santa Cruz Mountains, California"
